,0.0,1.0,2.0
Total Rows,5.0,,
AGE_min,46.0,,
AGE_25%,64.0,,
AGE_50%,64.0,,
AGE_75%,66.0,,
AGE_max,76.0,,
AGE_std,10.825894882179487,,
LOS_min,1.0,,
LOS_25%,2.0,,
LOS_50%,3.0,,
LOS_75%,7.0,,
LOS_max,7.0,,
LOS_std,2.8284271247461903,,
RACE,0.0,2.0,3.0
ZIPINC_QRTL,0.0,4.0,1.0
DIED,5.0,0.0,0.0
