,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,2.0,1.0,2.0,2.0,0.0,4.0
50%,2.0,1.0,2.0,2.0,0.0,4.0
75%,2.0,1.0,2.0,2.0,0.0,4.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,2.0,1.0,2.0,2.0,0.0,4.0
mean,2.0,1.0,2.0,2.0,0.0,4.0
min,2.0,1.0,2.0,2.0,0.0,4.0
std,,,,,,
