,0.0,2.0,4.0,1.0
Total Rows,3.0,,,
AGE_min,1.0,,,
AGE_25%,1.5,,,
AGE_50%,2.0,,,
AGE_75%,3.5,,,
AGE_max,5.0,,,
AGE_std,2.081665999466133,,,
LOS_min,0.0,,,
LOS_25%,2.0,,,
LOS_50%,4.0,,,
LOS_75%,5.0,,,
LOS_max,6.0,,,
LOS_std,3.055050463303893,,,
RACE,0.0,1.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,0.0,2.0
DIED,3.0,0.0,0.0,0.0
