,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,28.0,,,,,
AGE_min,32.0,,,,,
AGE_25%,55.0,,,,,
AGE_50%,63.0,,,,,
AGE_75%,69.25,,,,,
AGE_max,83.0,,,,,
AGE_std,13.133019092203835,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,3.25,,,,,
LOS_max,7.0,,,,,
LOS_std,1.632993161855452,,,,,
RACE,0.0,19.0,1.0,4.0,3.0,0.0
ZIPINC_QRTL,0.0,7.0,8.0,6.0,0.0,7.0
DIED,28.0,0.0,0.0,0.0,0.0,0.0
