,0.0,1.0,4.0
Total Rows,3.0,,
AGE_min,64.0,,
AGE_25%,67.0,,
AGE_50%,70.0,,
AGE_75%,74.0,,
AGE_max,78.0,,
AGE_std,7.023769168568492,,
LOS_min,2.0,,
LOS_25%,2.5,,
LOS_50%,3.0,,
LOS_75%,4.0,,
LOS_max,5.0,,
LOS_std,1.5275252316519468,,
RACE,0.0,3.0,0.0
ZIPINC_QRTL,0.0,0.0,2.0
DIED,3.0,0.0,0.0
