,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,93.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,16.0,,,,,
AGE_50%,18.0,,,,,
AGE_75%,27.0,,,,,
AGE_max,67.0,,,,,
AGE_std,13.486431114899291,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,3.0,,,,,
LOS_max,20.0,,,,,
LOS_std,2.316828691264361,,,,,
RACE,0.0,49.0,11.0,21.0,7.0,4.0
ZIPINC_QRTL,0.0,30.0,18.0,19.0,24.0,0.0
DIED,93.0,0.0,0.0,0.0,0.0,0.0
