,0.0,1.0,2.0,4.0,6.0,3.0
Total Rows,25.0,,,,,
AGE_min,7.0,,,,,
AGE_25%,52.0,,,,,
AGE_50%,63.0,,,,,
AGE_75%,67.0,,,,,
AGE_max,82.0,,,,,
AGE_std,16.237815945091466,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,22.0,,,,,
LOS_std,4.0468094428409485,,,,,
RACE,0.0,16.0,2.0,2.0,4.0,0.0
ZIPINC_QRTL,0.0,3.0,2.0,11.0,0.0,9.0
DIED,25.0,0.0,0.0,0.0,0.0,0.0
