,0.0,1.0,2.0,3.0,4.0
Total Rows,11.0,,,,
AGE_min,6.0,,,,
AGE_25%,49.5,,,,
AGE_50%,60.0,,,,
AGE_75%,68.0,,,,
AGE_max,77.0,,,,
AGE_std,24.47150476481872,,,,
LOS_min,1.0,,,,
LOS_25%,3.0,,,,
LOS_50%,4.0,,,,
LOS_75%,4.0,,,,
LOS_max,6.0,,,,
LOS_std,1.3684762594679063,,,,
RACE,0.0,8.0,1.0,2.0,0.0
ZIPINC_QRTL,0.0,1.0,4.0,4.0,2.0
DIED,11.0,0.0,0.0,0.0,0.0
