,0.0,1.0,3.0,2.0,4.0
Total Rows,6.0,,,,
AGE_min,12.0,,,,
AGE_25%,40.5,,,,
AGE_50%,60.5,,,,
AGE_75%,70.0,,,,
AGE_max,83.0,,,,
AGE_std,26.026268781111646,,,,
LOS_min,2.0,,,,
LOS_25%,2.0,,,,
LOS_50%,2.0,,,,
LOS_75%,2.75,,,,
LOS_max,10.0,,,,
LOS_std,3.2093613071762426,,,,
RACE,0.0,4.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,3.0,1.0,2.0
DIED,6.0,0.0,0.0,0.0,0.0
