,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,39.0,0.0,1.0,2.0,0.0,1.0
50%,39.0,0.0,1.0,2.0,0.0,1.0
75%,39.0,0.0,1.0,2.0,0.0,1.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,39.0,0.0,1.0,2.0,0.0,1.0
mean,39.0,0.0,1.0,2.0,0.0,1.0
min,39.0,0.0,1.0,2.0,0.0,1.0
std,,,,,,
