,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,59.56,0.37,1.8,2.8541666666666665,0.0,3.97
50%,59.64,0.38,1.84,2.875,0.0,3.98
75%,59.72,0.39,1.88,2.8958333333333335,0.0,3.99
count,1.04,1.04,1.04,1.0,1.04,1.04
max,59.8,0.4,1.92,2.9166666666666665,0.0,4.0
mean,59.64,0.38,1.84,2.875,0.0,3.98
min,59.48,0.36,1.76,2.8333333333333335,0.0,3.96
std,5.656854249492381,0.7071067811865476,2.8284271247461903,1.4142135623730951,0.0,0.7071067811865476
