,0.0,1.0,2.0,3.0,4.0
Total Rows,11.0,,,,
AGE_min,8.0,,,,
AGE_25%,53.5,,,,
AGE_50%,60.0,,,,
AGE_75%,68.0,,,,
AGE_max,82.0,,,,
AGE_std,19.289186796563698,,,,
LOS_min,2.0,,,,
LOS_25%,2.0,,,,
LOS_50%,5.0,,,,
LOS_75%,8.0,,,,
LOS_max,18.0,,,,
LOS_std,5.217104735212991,,,,
RACE,0.0,7.0,2.0,2.0,0.0
ZIPINC_QRTL,0.0,1.0,2.0,6.0,1.0
DIED,11.0,0.0,0.0,0.0,0.0
