,0.0,1.0,3.0,2.0
Total Rows,5.0,,,
AGE_min,1.0,,,
AGE_25%,2.0,,,
AGE_50%,3.0,,,
AGE_75%,13.0,,,
AGE_max,70.0,,,
AGE_std,29.57532755524442,,,
LOS_min,1.0,,,
LOS_25%,1.0,,,
LOS_50%,1.0,,,
LOS_75%,2.0,,,
LOS_max,3.0,,,
LOS_std,0.8944271909999159,,,
RACE,0.0,3.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,3.0,1.0
DIED,5.0,0.0,0.0,0.0
