,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,57.0,0.0,2.0,1.0,0.0,1.0
50%,57.0,0.0,2.0,1.0,0.0,1.0
75%,57.0,0.0,2.0,1.0,0.0,1.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,57.0,0.0,2.0,1.0,0.0,1.0
mean,57.0,0.0,2.0,1.0,0.0,1.0
min,57.0,0.0,2.0,1.0,0.0,1.0
std,,,,,,
