,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,140.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,59.0,,,,,
AGE_50%,67.0,,,,,
AGE_75%,73.0,,,,,
AGE_max,88.0,,,,,
AGE_std,16.421290669612713,,,,,
LOS_min,0.0,,,,,
LOS_25%,5.0,,,,,
LOS_50%,12.0,,,,,
LOS_75%,28.25,,,,,
LOS_max,123.0,,,,,
LOS_std,17.80853260391279,,,,,
RACE,0.0,99.0,9.0,9.0,5.0,16.0
ZIPINC_QRTL,0.0,31.0,28.0,37.0,42.0,0.0
DIED,135.0,5.0,0.0,0.0,0.0,0.0
