,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,15.0,,,,,
AGE_min,14.0,,,,,
AGE_25%,51.5,,,,,
AGE_50%,61.0,,,,,
AGE_75%,65.0,,,,,
AGE_max,75.0,,,,,
AGE_std,18.85458135560793,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,6.0,,,,,
LOS_max,9.0,,,,,
LOS_std,2.699206232527312,,,,,
RACE,0.0,4.0,2.0,6.0,1.0,1.0
ZIPINC_QRTL,0.0,4.0,4.0,2.0,5.0,0.0
DIED,15.0,0.0,0.0,0.0,0.0,0.0
