,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,56.0,,,,,
AGE_min,3.0,,,,,
AGE_25%,13.0,,,,,
AGE_50%,16.0,,,,,
AGE_75%,27.0,,,,,
AGE_max,77.0,,,,,
AGE_std,14.59548720506605,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,4.0,,,,,
LOS_max,6.0,,,,,
LOS_std,1.4123757272075994,,,,,
RACE,0.0,42.0,1.0,4.0,5.0,3.0
ZIPINC_QRTL,0.0,10.0,17.0,16.0,13.0,0.0
DIED,56.0,0.0,0.0,0.0,0.0,0.0
