,0.0,1.0,2.0,3.0,4.0,5.0
Total Rows,31.0,,,,,
AGE_min,39.0,,,,,
AGE_25%,56.0,,,,,
AGE_50%,62.0,,,,,
AGE_75%,66.5,,,,,
AGE_max,87.0,,,,,
AGE_std,11.473953673569795,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,4.5,,,,,
LOS_max,76.0,,,,,
LOS_std,13.222984225505106,,,,,
RACE,0.0,23.0,3.0,3.0,1.0,1.0
ZIPINC_QRTL,0.0,6.0,12.0,9.0,4.0,0.0
DIED,31.0,0.0,0.0,0.0,0.0,0.0
