,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,38.5,0.25,1.0,2.625,0.0,4.0
50%,38.5,0.25,1.0,2.625,0.0,4.0
75%,38.5,0.25,1.0,2.625,0.0,4.0
count,1.0,1.0,0.875,1.0,1.0,1.0
max,38.5,0.25,1.0,2.625,0.0,4.0
mean,38.5,0.25,1.0,2.625,0.0,4.0
min,38.5,0.25,1.0,2.625,0.0,4.0
std,,,,,,
