,0.0,1.0,2.0,3.0,4.0
Total Rows,33.0,,,,
AGE_min,0.0,,,,
AGE_25%,54.0,,,,
AGE_50%,61.0,,,,
AGE_75%,72.0,,,,
AGE_max,90.0,,,,
AGE_std,25.191125481611635,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,11.0,,,,
LOS_std,2.263009527424072,,,,
RACE,0.0,21.0,4.0,3.0,3.0
ZIPINC_QRTL,0.0,7.0,12.0,8.0,6.0
DIED,33.0,0.0,0.0,0.0,0.0
