,0.0,1.0,3.0,2.0,4.0
Total Rows,15.0,,,,
AGE_min,1.0,,,,
AGE_25%,2.0,,,,
AGE_50%,15.0,,,,
AGE_75%,16.0,,,,
AGE_max,22.0,,,,
AGE_std,7.827302643099133,,,,
LOS_min,1.0,,,,
LOS_25%,4.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,6.0,,,,
LOS_std,1.6242214252050853,,,,
RACE,0.0,13.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,6.0,2.0,3.0,4.0
DIED,15.0,0.0,0.0,0.0,0.0
