,0.0,1.0,3.0,5.0,2.0,4.0
Total Rows,8.0,,,,,
AGE_min,3.0,,,,,
AGE_25%,5.75,,,,,
AGE_50%,9.0,,,,,
AGE_75%,15.25,,,,,
AGE_max,40.0,,,,,
AGE_std,11.885615555908627,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,2.0,,,,,
LOS_75%,3.25,,,,,
LOS_max,5.0,,,,,
LOS_std,1.3024701806293193,,,,,
RACE,0.0,5.0,1.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,2.0,0.0,2.0,2.0
DIED,8.0,0.0,0.0,0.0,0.0,0.0
