,0.0,1.0,6.0,3.0,4.0
Total Rows,2.0,,,,
AGE_min,5.0,,,,
AGE_25%,9.0,,,,
AGE_50%,13.0,,,,
AGE_75%,17.0,,,,
AGE_max,21.0,,,,
AGE_std,11.313708498984761,,,,
LOS_min,3.0,,,,
LOS_25%,3.25,,,,
LOS_50%,3.5,,,,
LOS_75%,3.75,,,,
LOS_max,4.0,,,,
LOS_std,0.7071067811865476,,,,
RACE,0.0,1.0,1.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,0.0,1.0,1.0
DIED,2.0,0.0,0.0,0.0,0.0
