,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,45.0,,,,,
AGE_min,3.0,,,,,
AGE_25%,54.0,,,,,
AGE_50%,59.0,,,,,
AGE_75%,63.0,,,,,
AGE_max,73.0,,,,,
AGE_std,13.597496798746421,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,48.0,,,,,
LOS_std,7.0627061514562675,,,,,
RACE,0.0,23.0,12.0,5.0,2.0,1.0
ZIPINC_QRTL,0.0,22.0,9.0,7.0,6.0,0.0
DIED,45.0,0.0,0.0,0.0,0.0,0.0
