,0.0,1.0,2.0,3.0,4.0
Total Rows,35.0,,,,
AGE_min,3.0,,,,
AGE_25%,49.0,,,,
AGE_50%,61.0,,,,
AGE_75%,72.0,,,,
AGE_max,86.0,,,,
AGE_std,23.251746116775653,,,,
LOS_min,0.0,,,,
LOS_25%,1.0,,,,
LOS_50%,2.0,,,,
LOS_75%,3.5,,,,
LOS_max,23.0,,,,
LOS_std,3.9418035372213085,,,,
RACE,0.0,13.0,10.0,7.0,5.0
ZIPINC_QRTL,0.0,13.0,9.0,5.0,8.0
DIED,35.0,0.0,0.0,0.0,0.0
