,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,63.25,0.75,1.125,2.5,0.0,9.875
50%,63.25,0.75,1.125,2.5,0.0,9.875
75%,63.25,0.75,1.125,2.5,0.0,9.875
count,1.0,1.0,1.0,1.0,1.0,1.0
max,63.25,0.75,1.125,2.5,0.0,9.875
mean,63.25,0.75,1.125,2.5,0.0,9.875
min,63.25,0.75,1.125,2.5,0.0,9.875
std,,,,,,
