,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,52.0,0.0,2.0,2.5,0.0,2.5
50%,52.0,0.0,2.0,2.5,0.0,2.5
75%,52.0,0.0,2.0,2.5,0.0,2.5
count,1.0,1.0,1.0,1.0,1.0,1.0
max,52.0,0.0,2.0,2.5,0.0,2.5
mean,52.0,0.0,2.0,2.5,0.0,2.5
min,52.0,0.0,2.0,2.5,0.0,2.5
std,,,,,,
