,0.0,2.0,3.0,1.0
Total Rows,3.0,,,
AGE_min,0.0,,,
AGE_25%,2.0,,,
AGE_50%,4.0,,,
AGE_75%,4.0,,,
AGE_max,4.0,,,
AGE_std,2.3094010767585034,,,
LOS_min,2.0,,,
LOS_25%,3.5,,,
LOS_50%,5.0,,,
LOS_75%,5.5,,,
LOS_max,6.0,,,
LOS_std,2.0816659994661326,,,
RACE,0.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,0.0,1.0
DIED,3.0,0.0,0.0,0.0
