,0.0,1.0,2.0,3.0,4.0
Total Rows,5.0,,,,
AGE_min,11.0,,,,
AGE_25%,14.0,,,,
AGE_50%,14.0,,,,
AGE_75%,15.0,,,,
AGE_max,51.0,,,,
AGE_std,16.837458240482736,,,,
LOS_min,4.0,,,,
LOS_25%,4.0,,,,
LOS_50%,5.0,,,,
LOS_75%,6.0,,,,
LOS_max,11.0,,,,
LOS_std,2.9154759474226504,,,,
RACE,0.0,5.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,1.0,3.0
DIED,5.0,0.0,0.0,0.0,0.0
