,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,77.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,10.0,,,,,
AGE_50%,13.0,,,,,
AGE_75%,20.0,,,,,
AGE_max,72.0,,,,,
AGE_std,13.260881988546199,,,,,
LOS_min,1.0,,,,,
LOS_25%,3.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,4.0,,,,,
LOS_max,11.0,,,,,
LOS_std,1.7870193453923664,,,,,
RACE,0.0,49.0,8.0,8.0,8.0,0.0
ZIPINC_QRTL,0.0,17.0,18.0,25.0,0.0,12.0
DIED,77.0,0.0,0.0,0.0,0.0,0.0
