,0.0,1.0,3.0,2.0,4.0
Total Rows,9.0,,,,
AGE_min,45.0,,,,
AGE_25%,52.0,,,,
AGE_50%,58.0,,,,
AGE_75%,59.0,,,,
AGE_max,75.0,,,,
AGE_std,9.604686356149273,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,5.0,,,,
LOS_max,7.0,,,,
LOS_std,2.048034287907418,,,,
RACE,0.0,6.0,3.0,0.0,0.0
ZIPINC_QRTL,0.0,1.0,2.0,4.0,2.0
DIED,9.0,0.0,0.0,0.0,0.0
