,0.0,3.0,4.0,1.0
Total Rows,3.0,,,
AGE_min,31.0,,,
AGE_25%,38.0,,,
AGE_50%,45.0,,,
AGE_75%,46.0,,,
AGE_max,47.0,,,
AGE_std,8.717797887081348,,,
LOS_min,2.0,,,
LOS_25%,2.5,,,
LOS_50%,3.0,,,
LOS_75%,4.5,,,
LOS_max,6.0,,,
LOS_std,2.081665999466133,,,
RACE,0.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,2.0
DIED,3.0,0.0,0.0,0.0
