,0.0,1.0,3.0,4.0
Total Rows,7.0,,,
AGE_min,59.0,,,
AGE_25%,66.0,,,
AGE_50%,72.0,,,
AGE_75%,74.5,,,
AGE_max,77.0,,,
AGE_std,6.817344825970773,,,
LOS_min,1.0,,,
LOS_25%,2.0,,,
LOS_50%,4.0,,,
LOS_75%,4.5,,,
LOS_max,33.0,,,
LOS_std,11.426785574754984,,,
RACE,0.0,7.0,0.0,0.0
ZIPINC_QRTL,0.0,2.0,2.0,3.0
DIED,7.0,0.0,0.0,0.0
