,0.0,1.0,3.0,4.0,6.0,2.0
Total Rows,8.0,,,,,
AGE_min,37.0,,,,,
AGE_25%,40.5,,,,,
AGE_50%,50.0,,,,,
AGE_75%,60.75,,,,,
AGE_max,67.0,,,,,
AGE_std,11.921619017566364,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.75,,,,,
LOS_50%,3.5,,,,,
LOS_75%,5.0,,,,,
LOS_max,14.0,,,,,
LOS_std,4.033343171967536,,,,,
RACE,0.0,3.0,1.0,1.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,3.0,1.0,0.0,3.0
DIED,8.0,0.0,0.0,0.0,0.0,0.0
