,0.0,1.0,2.0,3.0,4.0
Total Rows,6.0,,,,
AGE_min,2.0,,,,
AGE_25%,2.5,,,,
AGE_50%,17.0,,,,
AGE_75%,61.5,,,,
AGE_max,82.0,,,,
AGE_std,36.573214242119874,,,,
LOS_min,1.0,,,,
LOS_25%,1.25,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,4.0,,,,
LOS_std,1.505545305418162,,,,
RACE,0.0,5.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,2.0,2.0,1.0,1.0
DIED,6.0,0.0,0.0,0.0,0.0
