,0.0,1.0,3.0,4.0,6.0,2.0
Total Rows,10.0,,,,,
AGE_min,42.0,,,,,
AGE_25%,63.5,,,,,
AGE_50%,69.5,,,,,
AGE_75%,72.0,,,,,
AGE_max,73.0,,,,,
AGE_std,11.508933728002589,,,,,
LOS_min,3.0,,,,,
LOS_25%,5.25,,,,,
LOS_50%,7.0,,,,,
LOS_75%,9.75,,,,,
LOS_max,37.0,,,,,
LOS_std,11.345091939297411,,,,,
RACE,0.0,6.0,1.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,2.0,5.0,0.0,1.0
DIED,9.0,1.0,0.0,0.0,0.0,0.0
