,0.0,1.0,2.0,3.0,4.0
Total Rows,14.0,,,,
AGE_min,3.0,,,,
AGE_25%,20.25,,,,
AGE_50%,31.5,,,,
AGE_75%,43.75,,,,
AGE_max,58.0,,,,
AGE_std,16.44036843521806,,,,
LOS_min,1.0,,,,
LOS_25%,3.0,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,6.0,,,,
LOS_std,1.2224996910042534,,,,
RACE,0.0,10.0,1.0,1.0,2.0
ZIPINC_QRTL,0.0,4.0,5.0,1.0,3.0
DIED,14.0,0.0,0.0,0.0,0.0
