,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,14.75,0.375,1.0,2.375,0.0,3.625
50%,14.75,0.375,1.0,2.375,0.0,3.625
75%,14.75,0.375,1.0,2.375,0.0,3.625
count,1.0,1.0,1.0,1.0,1.0,1.0
max,14.75,0.375,1.0,2.375,0.0,3.625
mean,14.75,0.375,1.0,2.375,0.0,3.625
min,14.75,0.375,1.0,2.375,0.0,3.625
std,,,,,,
