,0.0,1.0,3.0,2.0
Total Rows,8.0,,,
AGE_min,5.0,,,
AGE_25%,9.0,,,
AGE_50%,10.5,,,
AGE_75%,47.5,,,
AGE_max,59.0,,,
AGE_std,22.746663805615853,,,
LOS_min,3.0,,,
LOS_25%,3.0,,,
LOS_50%,4.5,,,
LOS_75%,5.25,,,
LOS_max,17.0,,,
LOS_std,4.6827952580239325,,,
RACE,0.0,7.0,1.0,0.0
ZIPINC_QRTL,0.0,2.0,3.0,3.0
DIED,8.0,0.0,0.0,0.0
