,0.0,1.0,3.0,4.0,6.0
Total Rows,13.0,,,,
AGE_min,1.0,,,,
AGE_25%,2.0,,,,
AGE_50%,3.0,,,,
AGE_75%,7.0,,,,
AGE_max,10.0,,,,
AGE_std,3.1091263510296048,,,,
LOS_min,4.0,,,,
LOS_25%,4.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,9.0,,,,
LOS_std,1.3634420996046583,,,,
RACE,0.0,5.0,4.0,3.0,1.0
ZIPINC_QRTL,0.0,5.0,5.0,3.0,0.0
DIED,13.0,0.0,0.0,0.0,0.0
