,0.0,1.0,2.0,3.0,4.0
Total Rows,18.0,,,,
AGE_min,19.0,,,,
AGE_25%,26.0,,,,
AGE_50%,49.5,,,,
AGE_75%,59.0,,,,
AGE_max,77.0,,,,
AGE_std,19.186818051154408,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,6.0,,,,
LOS_std,1.5048939771136505,,,,
RACE,0.0,5.0,8.0,4.0,1.0
ZIPINC_QRTL,0.0,3.0,5.0,9.0,1.0
DIED,18.0,0.0,0.0,0.0,0.0
