,0.0,2.0,3.0,1.0
Total Rows,3.0,,,
AGE_min,57.0,,,
AGE_25%,57.5,,,
AGE_50%,58.0,,,
AGE_75%,62.0,,,
AGE_max,66.0,,,
AGE_std,4.932882862316248,,,
LOS_min,2.0,,,
LOS_25%,2.5,,,
LOS_50%,3.0,,,
LOS_75%,4.0,,,
LOS_max,5.0,,,
LOS_std,1.5275252316519465,,,
RACE,0.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,2.0
DIED,3.0,0.0,0.0,0.0
