,0.0,1.0,2.0,3.0,6.0
Total Rows,5.0,,,,
AGE_min,30.0,,,,
AGE_25%,37.0,,,,
AGE_50%,52.0,,,,
AGE_75%,61.0,,,,
AGE_max,70.0,,,,
AGE_std,16.537835408541227,,,,
LOS_min,3.0,,,,
LOS_25%,3.0,,,,
LOS_50%,3.0,,,,
LOS_75%,4.0,,,,
LOS_max,7.0,,,,
LOS_std,1.7320508075688772,,,,
RACE,0.0,1.0,2.0,1.0,1.0
ZIPINC_QRTL,0.0,4.0,0.0,0.0,0.0
DIED,5.0,0.0,0.0,0.0,0.0
