,0.0,1.0,6.0,2.0,3.0,4.0
Total Rows,13.0,,,,,
AGE_min,4.0,,,,,
AGE_25%,49.0,,,,,
AGE_50%,57.0,,,,,
AGE_75%,67.0,,,,,
AGE_max,80.0,,,,,
AGE_std,18.88324450609384,,,,,
LOS_min,1.0,,,,,
LOS_25%,1.0,,,,,
LOS_50%,1.0,,,,,
LOS_75%,3.0,,,,,
LOS_max,4.0,,,,,
LOS_std,1.2909944487358056,,,,,
RACE,0.0,10.0,3.0,0.0,0.0,0.0
ZIPINC_QRTL,0.0,4.0,0.0,2.0,1.0,6.0
DIED,13.0,0.0,0.0,0.0,0.0,0.0
