,0.0,1.0,2.0,3.0
Total Rows,2.0,,,
AGE_min,33.0,,,
AGE_25%,35.0,,,
AGE_50%,37.0,,,
AGE_75%,39.0,,,
AGE_max,41.0,,,
AGE_std,5.656854249492381,,,
LOS_min,0.0,,,
LOS_25%,0.25,,,
LOS_50%,0.5,,,
LOS_75%,0.75,,,
LOS_max,1.0,,,
LOS_std,0.7071067811865476,,,
RACE,0.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,1.0
DIED,2.0,0.0,0.0,0.0
