,0.0,1.0,2.0,3.0,4.0
Total Rows,6.0,,,,
AGE_min,39.0,,,,
AGE_25%,42.0,,,,
AGE_50%,51.5,,,,
AGE_75%,64.0,,,,
AGE_max,65.0,,,,
AGE_std,12.548572295949315,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,2.0,,,,
LOS_75%,2.75,,,,
LOS_max,3.0,,,,
LOS_std,0.752772652709081,,,,
RACE,0.0,2.0,2.0,2.0,0.0
ZIPINC_QRTL,0.0,3.0,2.0,0.0,1.0
DIED,6.0,0.0,0.0,0.0,0.0
