,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,108.0,,,,,
AGE_min,0.0,,,,,
AGE_25%,1.0,,,,,
AGE_50%,3.5,,,,,
AGE_75%,11.0,,,,,
AGE_max,51.0,,,,,
AGE_std,8.791511332679615,,,,,
LOS_min,0.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,28.0,,,,,
LOS_std,4.652143251164211,,,,,
RACE,0.0,62.0,13.0,16.0,5.0,4.0
ZIPINC_QRTL,0.0,27.0,30.0,28.0,22.0,0.0
DIED,108.0,0.0,0.0,0.0,0.0,0.0
