,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,51.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,10.0,,,,,
AGE_50%,17.0,,,,,
AGE_75%,52.5,,,,,
AGE_max,83.0,,,,,
AGE_std,23.69964010647568,,,,,
LOS_min,1.0,,,,,
LOS_25%,1.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,9.0,,,,,
LOS_std,2.002939017015334,,,,,
RACE,0.0,21.0,7.0,13.0,4.0,1.0
ZIPINC_QRTL,0.0,15.0,10.0,11.0,13.0,0.0
DIED,51.0,0.0,0.0,0.0,0.0,0.0
