,0.0,1.0,2.0,3.0,4.0,6.0
Total Rows,88.0,,,,,
AGE_min,21.0,,,,,
AGE_25%,44.0,,,,,
AGE_50%,59.0,,,,,
AGE_75%,70.0,,,,,
AGE_max,87.0,,,,,
AGE_std,16.062313349447557,,,,,
LOS_min,1.0,,,,,
LOS_25%,3.0,,,,,
LOS_50%,4.0,,,,,
LOS_75%,5.0,,,,,
LOS_max,30.0,,,,,
LOS_std,4.00155077044426,,,,,
RACE,0.0,53.0,12.0,7.0,11.0,4.0
ZIPINC_QRTL,0.0,12.0,17.0,23.0,33.0,0.0
DIED,88.0,0.0,0.0,0.0,0.0,0.0
