,0.0,1.0,2.0,3.0,4.0
Total Rows,5.0,,,,
AGE_min,52.0,,,,
AGE_25%,65.0,,,,
AGE_50%,67.0,,,,
AGE_75%,69.0,,,,
AGE_max,79.0,,,,
AGE_std,9.6850400102426,,,,
LOS_min,2.0,,,,
LOS_25%,3.0,,,,
LOS_50%,4.0,,,,
LOS_75%,4.0,,,,
LOS_max,7.0,,,,
LOS_std,1.8708286933869707,,,,
RACE,0.0,3.0,1.0,1.0,0.0
ZIPINC_QRTL,0.0,1.0,1.0,1.0,2.0
DIED,5.0,0.0,0.0,0.0,0.0
