,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,76.125,0.0,1.25,2.125,0.0,4.0
50%,76.25,0.0,1.5,2.25,0.0,4.0
75%,76.375,0.0,1.75,2.375,0.0,4.0
count,1.5,1.5,1.5,1.5,1.5,1.5
max,76.5,0.0,2.0,2.5,0.0,4.0
mean,76.25,0.0,1.5,2.25,0.0,4.0
min,76.0,0.0,1.0,2.0,0.0,4.0
std,0.7071067811865476,0.0,1.4142135623730951,0.7071067811865476,0.0,0.0
