,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,8.0,,,,,
AGE_min,37.0,,,,,
AGE_25%,43.75,,,,,
AGE_50%,49.0,,,,,
AGE_75%,59.25,,,,,
AGE_max,72.0,,,,,
AGE_std,12.59180572549352,,,,,
LOS_min,2.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.0,,,,,
LOS_75%,4.25,,,,,
LOS_max,7.0,,,,,
LOS_std,1.7728105208558367,,,,,
RACE,0.0,3.0,2.0,2.0,1.0,0.0
ZIPINC_QRTL,0.0,2.0,4.0,1.0,0.0,1.0
DIED,8.0,0.0,0.0,0.0,0.0,0.0
