,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,71.0,0.0,2.0,1.0,0.0,5.0
50%,71.0,0.0,2.0,1.0,0.0,5.0
75%,71.0,0.0,2.0,1.0,0.0,5.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,71.0,0.0,2.0,1.0,0.0,5.0
mean,71.0,0.0,2.0,1.0,0.0,5.0
min,71.0,0.0,2.0,1.0,0.0,5.0
std,,,,,,
