,0.0,1.0,2.0,3.0,4.0
Total Rows,7.0,,,,
AGE_min,1.0,,,,
AGE_25%,2.0,,,,
AGE_50%,3.0,,,,
AGE_75%,11.5,,,,
AGE_max,70.0,,,,
AGE_std,25.198261466862764,,,,
LOS_min,2.0,,,,
LOS_25%,4.0,,,,
LOS_50%,5.0,,,,
LOS_75%,10.5,,,,
LOS_max,34.0,,,,
LOS_std,11.387127235025815,,,,
RACE,0.0,3.0,1.0,2.0,1.0
ZIPINC_QRTL,0.0,2.0,3.0,1.0,1.0
DIED,7.0,0.0,0.0,0.0,0.0
