,0.0,1.0,2.0,3.0,4.0
Total Rows,73.0,,,,
AGE_min,0.0,,,,
AGE_25%,2.0,,,,
AGE_50%,13.0,,,,
AGE_75%,22.0,,,,
AGE_max,66.0,,,,
AGE_std,19.747695085432493,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,3.0,,,,
LOS_75%,5.0,,,,
LOS_max,16.0,,,,
LOS_std,2.8068870508601065,,,,
RACE,0.0,35.0,11.0,20.0,3.0
ZIPINC_QRTL,0.0,12.0,18.0,24.0,18.0
DIED,73.0,0.0,0.0,0.0,0.0
