,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,22.0,,,,,
AGE_min,10.0,,,,,
AGE_25%,45.25,,,,,
AGE_50%,59.5,,,,,
AGE_75%,66.5,,,,,
AGE_max,77.0,,,,,
AGE_std,20.52767111450496,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.25,,,,,
LOS_50%,3.0,,,,,
LOS_75%,4.75,,,,,
LOS_max,46.0,,,,,
LOS_std,9.966610925150702,,,,,
RACE,0.0,14.0,2.0,2.0,3.0,0.0
ZIPINC_QRTL,0.0,5.0,3.0,8.0,0.0,4.0
DIED,22.0,0.0,0.0,0.0,0.0,0.0
