,0.0,1.0,2.0,3.0,6.0,4.0
Total Rows,28.0,,,,,
AGE_min,2.0,,,,,
AGE_25%,12.0,,,,,
AGE_50%,30.5,,,,,
AGE_75%,58.25,,,,,
AGE_max,71.0,,,,,
AGE_std,24.12840430239626,,,,,
LOS_min,1.0,,,,,
LOS_25%,2.0,,,,,
LOS_50%,3.5,,,,,
LOS_75%,4.0,,,,,
LOS_max,9.0,,,,,
LOS_std,1.9117431586805547,,,,,
RACE,0.0,16.0,5.0,6.0,1.0,0.0
ZIPINC_QRTL,0.0,2.0,7.0,8.0,0.0,11.0
DIED,28.0,0.0,0.0,0.0,0.0,0.0
