,0.0,1.0,2.0,3.0
Total Rows,2.0,,,
AGE_min,69.0,,,
AGE_25%,69.5,,,
AGE_50%,70.0,,,
AGE_75%,70.5,,,
AGE_max,71.0,,,
AGE_std,1.4142135623730951,,,
LOS_min,1.0,,,
LOS_25%,1.75,,,
LOS_50%,2.5,,,
LOS_75%,3.25,,,
LOS_max,4.0,,,
LOS_std,2.1213203435596424,,,
RACE,0.0,2.0,0.0,0.0
ZIPINC_QRTL,0.0,0.0,1.0,1.0
DIED,2.0,0.0,0.0,0.0
