,0.0,1.0,2.0,3.0,4.0
Total Rows,13.0,,,,
AGE_min,6.0,,,,
AGE_25%,21.0,,,,
AGE_50%,52.0,,,,
AGE_75%,60.0,,,,
AGE_max,69.0,,,,
AGE_std,21.014036822794036,,,,
LOS_min,1.0,,,,
LOS_25%,2.0,,,,
LOS_50%,4.0,,,,
LOS_75%,5.0,,,,
LOS_max,6.0,,,,
LOS_std,1.7614096918559583,,,,
RACE,0.0,6.0,1.0,6.0,0.0
ZIPINC_QRTL,0.0,1.0,5.0,2.0,4.0
DIED,13.0,0.0,0.0,0.0,0.0
