,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,58.5,1.0,1.0,4.0,0.0,7.0
50%,58.5,1.0,1.0,4.0,0.0,7.0
75%,58.5,1.0,1.0,4.0,0.0,7.0
count,1.0,1.0,1.0,0.5,1.0,1.0
max,58.5,1.0,1.0,4.0,0.0,7.0
mean,58.5,1.0,1.0,4.0,0.0,7.0
min,58.5,1.0,1.0,4.0,0.0,7.0
std,,,,,,
