,0.0,1.0,3.0,4.0
Total Rows,9.0,,,
AGE_min,11.0,,,
AGE_25%,53.0,,,
AGE_50%,62.0,,,
AGE_75%,73.0,,,
AGE_max,78.0,,,
AGE_std,21.880356487041066,,,
LOS_min,1.0,,,
LOS_25%,2.0,,,
LOS_50%,2.0,,,
LOS_75%,4.0,,,
LOS_max,14.0,,,
LOS_std,4.031128874149275,,,
RACE,0.0,5.0,3.0,1.0
ZIPINC_QRTL,0.0,2.0,3.0,3.0
DIED,9.0,0.0,0.0,0.0
