,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,50.49315068493151,0.3835616438356164,1.7951388888888888,2.3214285714285716,0.04452054794520548,18.671232876712327
50%,52.99315068493151,0.4452054794520548,1.9722222222222223,2.5142857142857142,0.04794520547945205,21.013698630136986
75%,55.25684931506849,0.4897260273972603,2.1354166666666665,2.6857142857142855,0.06506849315068493,23.106164383561644
count,1.6712328767123288,1.6712328767123288,1.6575342465753424,1.6164383561643836,1.6712328767123288,1.6712328767123288
max,57.35616438356164,0.5342465753424658,2.3472222222222223,2.857142857142857,0.0958904109589041,25.616438356164384
mean,52.79794520547945,0.42990867579908676,1.9856481481481483,2.4964285714285714,0.05981735159817351,20.951826484018266
min,47.93150684931507,0.3013698630136986,1.6805555555555556,2.1142857142857143,0.0410958904109589,16.47945205479452
std,13.718527650046402,0.3505254405774266,0.9646110668574882,1.0595837964713144,0.07696736383552524,13.505916781973212
