,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,37.0,0.0,1.0,4.0,0.0,3.0
50%,37.0,0.0,1.0,4.0,0.0,3.0
75%,37.0,0.0,1.0,4.0,0.0,3.0
count,1.0,1.0,1.0,1.0,1.0,1.0
max,37.0,0.0,1.0,4.0,0.0,3.0
mean,37.0,0.0,1.0,4.0,0.0,3.0
min,37.0,0.0,1.0,4.0,0.0,3.0
std,,,,,,
