,AGE,FEMALE,RACE,ZIPINC_QRTL,DIED,LOS
25%,46.25,0.1875,1.9375,2.9375,0.0,9.625
50%,46.25,0.1875,1.9375,2.9375,0.0,9.625
75%,46.25,0.1875,1.9375,2.9375,0.0,9.625
count,1.0,1.0,1.0,1.0,1.0,1.0
max,46.25,0.1875,1.9375,2.9375,0.0,9.625
mean,46.25,0.1875,1.9375,2.9375,0.0,9.625
min,46.25,0.1875,1.9375,2.9375,0.0,9.625
std,,,,,,
